Genus	Species	Samplinglocation	Country	Year	Date	Sample number (on tube or bag)	Individual number	Extraction y/n?	Extraction date	Sex	Status	Sampled by	Sample type	Place of capture	Reproductive status	Weight	Length	Tail length	Latitude	Longitude	Remarks	Latitude (swiss)	Longitude (swiss)	Microsat	Cytochrom b	Control region	avpr1a	Specimen-20	"GewebeRack Number in Fridge oder -20C oder -80C, Gut samples"	DNADNA_.Number.in..20	RNARNA_.Number.in..80	Lung.Tissue	Screened? (TULV)	Positive? (TULV)	S-Segment	M-Segment	L-Segment	Genome	Swab 2 Tubes per Sample	Published	Add								
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	8	MarDWd08			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			30			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	9	MarDWd09			f	pregnant	"Marco, Till, Melanie"	specimen + tail&foot in EtOH			34			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	10	MarDWd10			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			23			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	11	MarDWd11			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			21			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	12	MarDWd12			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			25			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_67	Lung_ 261_10	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	13	MarDWd13			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			27			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_68	Lung_ 261_11	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	14	MarDWd14			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			33			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_69	Lung_ 261_12	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	15	MarDWd15			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			32			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_70	Lung_ 261_13	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	16	MarDWd16			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			25			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_71	Lung_ 261_14	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	17	MarDWd17			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			34			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_72	Lung_ 261_15	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	18	MarDWd18			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			23			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	19	MarDWd19			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			32			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_73	Lung_ 261_16	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	20	MarDWd20			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			22			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	21	MarDWd21			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			38			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_74	Lung_ 261_17	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	22	MarDWd22			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			31			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_75	Lung_ 261_18	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	23	MarDWd23			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			15			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	24	MarDWd24			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			24			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	25	MarDWd25			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			26			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_76	Lung_ 261_19	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	26	MarDWd26			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			34			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_77	Lung_ 261_20	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	27	MarDWd27			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			19			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	28	MarDWd28			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			22			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	29	MarDWd29			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			25			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_78	Lung_261_21	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	30	MarDWd30			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			32			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_79	Lung_261_22	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	31	MarDWd31			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			11			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	32	MarDWd32			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			27			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_80	Lung_261_23	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	33	MarDWd33			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			20			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	34	MarDWd34			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			15			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	35	MarDWd35			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			14			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	36	MarDWd36			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			30			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_141_81	Lung_261_24	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	37	MarDWd37			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			15			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	38	MarDWd38			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			24			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	39	MarDWd39			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			15			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	40	MarDWd40			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			14			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	41	MarDWd41			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			15			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	42	MarDWd42			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			25			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_142_01	Lung_261_25	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	43	MarDWd43			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			10			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	44	MarDWd44			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			26			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_142_02	Lung_261_26	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	45	MarDWd45			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			12			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	46	MarDWd46			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			16			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	47	MarDWd47			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			29			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_142_03	Lung_261_27	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	48	MarDWd48			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			19			50.7145377	11.9318799								Big red Box 76	Rack 26																				
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	49	MarDWd49			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			28			50.7145377	11.9318799								Big red Box 76	Rack 26		RNA_142_04	Lung_ 261_28	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	50	MarDWd50			f		"Moritz, Dario"	"Specimen + Spleen, gut& lung in RNA-Leiter; lung in tube, gut in 15ml Tube, tail&foot in EtOH"	 		18			50.7145377	11.9318799								Big red Box 76	"Guts in Alu Box in 4°C Room (in 15 ml tube), Rack 26, Box 260_29_32"			Lung_260_30_31																	
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	51	MarDWd51			m		"Moritz, Dario"	"Specimen + Spleen, gut& lung in RNA-Leiter; lung in tube, gut in 15ml Tube, tail&foot in EtOH"	 		40			50.7145377	11.9318799								Big red Box 76	"Guts in Alu Box in 4°C Room (in 15 ml tube), Rack 26, Box 260_33_36"			Lung_260_35_36	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	52	MarDWd52			m		"Moritz, Dario"	"Specimen + Spleen, gut& lung in RNA-Leiter; lung in tube, gut in 15ml Tube, tail&foot in EtOH"	 		33			50.7145377	11.9318799								Big red Box 76	"Guts in Alu Box in 4°C Room (in 15 ml tube), Rack 26, Box 260_37_40"		RNA_142_06	Lung_260_39_40 u Lung_261_30	yes	no															
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	53	MarDWd53			m		"Moritz, Dario"	"Specimen + Spleen, gut& lung in RNA-Leiter; lung in tube, gut in 15ml Tube, tail&foot in EtOH"	 		17			50.7145377	11.9318799								Big red Box 76	"Guts in Alu Box in 4°C Room (in 15 ml tube), Rack 26, Box 260_41_44"			Lung_260_43_44																	
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	54	MarDWd54			f		"Moritz, Dario"	"Specimen + Spleen, gut& lung in RNA-Leiter; lung in tube, gut in 15ml Tube, tail&foot in EtOH"	 		17			50.7145377	11.9318799								Big red Box 76	"Guts in Alu Box in 4°C Room (in 15 ml tube), Rack 26, Box 260_45_48"			Lung_260_47_48																	
Microtus	arvalis	Wiebelsdorf	Germany	2017	17/07/2017	55	MarDWd55			f		"Moritz, Dario"	"Specimen + Spleen, gut& lung in RNA-Leiter; lung in tube, gut in 15ml Tube, tail&foot in EtOH"	 		23			50.7145377	11.9318799								Big red Box 76	"Guts in Alu Box in 4°C Room (in 15 ml tube), Rack 26, Box 260_49_52"			Lung_260_51_52																	
Microtus	arvalis	Wenigen-Auma	Germany	2017	17/07/2017	1	MarDWe01			f	guts out	"Marco, Till, Melanie"	specimen + tail&foot in EtOH			39			50.6760924	11.9258716					Central			Big red Box 74	Rack 26	DNA_142_09	RNA_141_12	Lung_258_81	yes	yes	yes CN_07.08.2017_Marco Felber	x	x	xCN_MISEQ_RUN3											
Microtus	arvalis	Wenigen-Auma	Germany	2017	17/07/2017	2	MarDWe02			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			29			50.6760924	11.9258716					Central			Big red Box 74	Rack 26	DNA_150_80	RNA_141_11	Lung_258_80	yes	no															
Microtus	arvalis	Langenbuch	Germany	2017	18/07/2017	1	MarDLb01			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			26			50.5579768	11.9215111								Big red Box 74	Rack 26		RNA_ 138_23	Lung_ 259_19	yes	no															
Microtus	arvalis	Langenbuch	Germany	2017	18/07/2017	2	MarDLb02			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			24			50.5579768	11.9215111								Big red Box 74	Rack 26																				
Microtus	arvalis	Langenbuch	Germany	2017	18/07/2017	3	MarDLb03			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			25			50.5579768	11.9215111								Big red Box 74	Rack 26		RNA_ 138_24	Lung_ 259_20	yes	no															
Microtus	arvalis	Langenbuch	Germany	2017	18/07/2017	4	MarDLb04			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			34			50.5579768	11.9215111								Big red Box 74	Rack 26		RNA_141_10	Lung_258_79	yes	no															
Microtus	arvalis	Langenbuch	Germany	2017	18/07/2017	5	MarDLb05			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			26			50.5579768	11.9215111								Big red Box 74	Rack 26		RNA_ 138_25	Lung_ 259_21	yes	no															
Microtus	arvalis	Langenbuch	Germany	2017	18/07/2017	6	MarDLb06			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			28			50.5579768	11.9215111								Big red Box 74	Rack 26		RNA_141_09	Lung_258_78	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	1	MarDNk01			juv		"Gerald, Alexandra"	specimen + tail&foot in EtOH			13			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	2	MarDNk02			m		"Gerald, Alexandra"	specimen + tail&foot in EtOH			18			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	3	MarDNk03			m		"Gerald, Alexandra"	specimen + tail&foot in EtOH			18			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	4	MarDNk04			m		"Gerald, Alexandra"	specimen + tail&foot in EtOH			37			50.64382	12.34292								Big red Box 75	Rack 27		RNA_141_13	Lung_259_01	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	5	MarDNk05			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			14			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	6	MarDNk06			f	pregnant	"Gerald, Alexandra"	specimen + tail&foot in EtOH			31			50.64382	12.34292								Big red Box 75	Rack 27		RNA_ 138_58	Lung_ 259_54	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	7	MarDNk07			f	pregnant	"Gerald, Alexandra"	specimen + tail&foot in EtOH			27			50.64382	12.34292								Big red Box 75	Rack 27		RNA_ 138_59	Lung_ 259_55	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	8	MarDNk08			f	pregnant	"Gerald, Alexandra"	specimen + tail&foot in EtOH			27			50.64382	12.34292								Big red Box 75	Rack 27		RNA_ 138_60	Lung_ 259_56	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	9	MarDNk09			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			32			50.64382	12.34292								Big red Box 75	Rack 27		RNA_142_49	Lung_261_73	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	10	MarDNk10			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			29			50.64382	12.34292								Big red Box 75	Rack 27		RNA_142_50	Lung_261_74	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	11	MarDNk11			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			16			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	12	MarDNk12			m		"Gerald, Alexandra"	specimen + tail&foot in EtOH			17			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	13	MarDNk13			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			26			50.64382	12.34292								Big red Box 75	Rack 27		RNA_142_51	Lung_261_75	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	14	MarDNk14			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			25			50.64382	12.34292								Big red Box 75	Rack 27		RNA_142_52	Lung_261_76	yes	no															
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	15	MarDNk15			f	pregnant	"Gerald, Alexandra"	specimen + tail&foot in EtOH			20			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	16	MarDNk16			f	guts out	"Gerald, Alexandra"	specimen + tail&foot in EtOH			17			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	17	MarDNk17			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			14			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	18	MarDNk18			m		"Gerald, Alexandra"	specimen + tail&foot in EtOH			19			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Neumark	Germany	2017	18/07/2017	19	MarDNk19			f		"Gerald, Alexandra"	specimen + tail&foot in EtOH			18			50.64382	12.34292								Big red Box 75	Rack 27																				
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	1	MarDOk01			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			32			50.4773791	11.9122476					Central			Big red Box 79	Rack 26	DNA_142_10	RNA_ 138_20	Lung_ 259_16	yes	yes	yes CN_19.09.2017_Tell	x	x	xCN_MISEQ_RUN2											
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	2	MarDOk02			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			27			50.4773791	11.9122476								Big red Box 79	Rack 26	DNA_150_70	RNA_142_07	Lung_261_31	yes	yes	yes CN_20.02.2018_Tell			xCN_MISEQ_RUN3											
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	3	MarDOk03			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			32			50.4773791	11.9122476								Big red Box 79	Rack 26	DNA_150_71	RNA_142_08	Lung_261_32	yes	yes	no			xCN_MISEQ_RUN3											
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	4	MarDOk04			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			30			50.4773791	11.9122476								Big red Box 79	Rack 26	DNA_150_72	RNA_142_09	Lung_261_33	yes	no															
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	5	MarDOk05			m		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			32			50.4773791	11.9122476								Big red Box 79	Rack 26		RNA_142_10	Lung_261_34	yes	no															
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	6	MarDOk06			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			23			50.4773791	11.9122476								Big red Box 79	Rack 26																				
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	7	MarDOk07			f		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			27			50.4773791	11.9122476								Big red Box 79	Rack 26		RNA_142_11	Lung_261_35	yes	no															
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	8	MarDOk08			f	no intestines	"Marco, Till, Melanie"	specimen + tail&foot in EtOH			9			50.4773791	11.9122476								Big red Box 79	Rack 26																				
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	9	MarDOk09			f	no lungs	"Marco, Till, Melanie"	specimen + tail&foot in EtOH			12			50.4773791	11.9122476								Big red Box 79	Rack 26																				
Microtus	arvalis	Oberkoskau	Germany	2017	18/07/2017	10	MarDOk10			juv		"Marco, Till, Melanie"	specimen + tail&foot in EtOH			14			50.4773791	11.9122476								Big red Box 79	Rack 26																				
